Date & Time,Latitude,Longitude,Depth,Magnitude,Lands,Country
9/26/2023 11:07,19.366,-155.316,34,2.5,"ISLAND, OF, HAWAII,",HAWAII
9/26/2023 11:01,-22.76,-68.5,106,3.5,"ANTOFAGASTA,",CHILE
9/26/2023 10:56,35.021,-3.96,8,2.6,"STRAIT, OF",GIBRALTAR
9/26/2023 10:49,12.63,-88.18,22,2.5,"OFFSHORE, EL",SALVADOR
9/26/2023 10:48,46.918,-0.291,5,2.1,FRANCE,FRANCE
9/26/2023 10:38,-38.141,176.136,126,3.1,"NORTH, ISLAND, OF, NEW",ZEALAND
9/26/2023 10:34,18.11,-103.21,9,3.4,"OFFSHORE, MICHOACAN,",MEXICO
9/26/2023 10:32,24.84,-109.32,15,4,"GULF, OF",CALIFORNIA
9/26/2023 10:26,-0.03,121.21,12,3,"SULAWESI,",INDONESIA
9/26/2023 10:21,11.81,-84.99,150,2.5,NICARAGUA,NICARAGUA
9/26/2023 10:15,36.02,36.101,5,2.4,"TURKEY-SYRIA, BORDER",REGION
9/26/2023 10:12,47.203,6.024,0,2,FRANCE,FRANCE
9/26/2023 10:01,17.83,-95.21,113,3.5,"VERACRUZ,",MEXICO
9/26/2023 9:59,16.5,120.53,11,3,"LUZON,",PHILIPPINES
9/26/2023 9:55,-27.52,-71.54,37,3.1,"OFFSHORE, ATACAMA,",CHILE
9/26/2023 9:43,38.104,37.65,2,2,CENTRAL,TURKEY
9/26/2023 9:40,1.71,99.07,91,2.9,"NORTHERN, SUMATRA,",INDONESIA
9/26/2023 9:34,-21.61,-68.44,120,2.9,"ANTOFAGASTA,",CHILE
9/26/2023 9:32,-33.96,-72.11,39,2.9,"OFFSHORE, O'HIGGINS,",CHILE
9/26/2023 9:22,36.871,27.753,6,3,"DODECANESE, IS.-TURKEY, BORDER",REG
9/26/2023 9:20,8.788,-84.131,23,3.1,"OFF, COAST, OF, COSTA",RICA
9/26/2023 9:11,-20.224,-69.163,105,4.8,"TARAPACA,",CHILE
9/26/2023 9:08,16.65,-99.73,13,3.8,"OFFSHORE, GUERRERO,",MEXICO
9/26/2023 9:03,57.345,-155.558,10,2.5,ALASKA,PENINSULA
9/26/2023 9:01,71.086,-7.579,16,2.2,"JAN, MAYEN, ISLAND",REGION
9/26/2023 9:00,43.008,13.019,12,2,CENTRAL,ITALY
9/26/2023 8:59,19.686,-71.824,30,3,"DOMINICAN, REPUBLIC",REGION
9/26/2023 8:58,-28.79,-71.47,36,2.6,"OFFSHORE, ATACAMA,",CHILE
9/26/2023 8:58,16.51,-99.7,11,3.6,"OFFSHORE, GUERRERO,",MEXICO
9/26/2023 8:55,37.003,27.865,8,2.1,WESTERN,TURKEY
9/26/2023 8:46,38.22,38.579,5,3.2,EASTERN,TURKEY
9/26/2023 8:33,36.451,-4.56,66,1.6,"STRAIT, OF",GIBRALTAR
9/26/2023 8:18,31.262,-8.311,0,2.2,MOROCCO,MOROCCO
9/26/2023 8:18,-28.783,-71.47,30,4.1,"OFFSHORE, ATACAMA,",CHILE
9/26/2023 8:04,13.209,145.03,52,4.8,GUAM,REGION
9/26/2023 7:59,14.74,-92.48,82,3.7,"OFFSHORE, CHIAPAS,",MEXICO
9/26/2023 7:48,15.58,-95.21,19,4.1,"OFFSHORE, OAXACA,",MEXICO
9/26/2023 7:41,-33.96,-72.14,33,2.7,"OFFSHORE, O'HIGGINS,",CHILE
9/26/2023 7:36,9.79,126.071,75,4.5,"MINDANAO,",PHILIPPINES
9/26/2023 7:25,16.83,-102.2,16,3.7,"OFF, COAST, OF, GUERRERO,",MEXICO
9/26/2023 7:22,31.51,-115.71,20,3,"BAJA, CALIFORNIA,",MEXICO
9/26/2023 7:14,38.373,37.445,8,3.7,CENTRAL,TURKEY
9/26/2023 7:11,68.167,-136.566,10,2.6,"NORTHERN, YUKON, TERRITORY,",CANADA
9/26/2023 7:10,40.804,14.107,3,3.2,SOUTHERN,ITALY
9/26/2023 7:09,16.45,-98.64,34,3.5,"GUERRERO,",MEXICO
9/26/2023 6:58,68.261,-136.649,21,3.6,"NORTHERN, YUKON, TERRITORY,",CANADA
9/26/2023 6:55,-21.53,-68.38,139,2.7,"ANTOFAGASTA,",CHILE
9/26/2023 6:53,34.887,73.915,10,4.5,PAKISTAN,PAKISTAN
9/26/2023 6:50,-10.212,161.553,87,4.7,SOLOMON,ISLANDS
9/26/2023 6:49,18.08,-103.27,6,3.4,"OFFSHORE, MICHOACAN,",MEXICO
9/26/2023 6:48,1.88,120.66,10,3.4,"MINAHASA,, SULAWESI,",INDONESIA
9/26/2023 6:42,62.176,-149.442,35,2.5,CENTRAL,ALASKA
9/26/2023 6:40,18.08,-103.26,5,3.4,"OFFSHORE, MICHOACAN,",MEXICO
9/26/2023 6:37,17.943,-66.848,14,2.5,"PUERTO, RICO",REGION
9/26/2023 6:33,39.824,16.092,11,2.4,SOUTHERN,ITALY
9/26/2023 6:32,18.489,-66.117,103,3.2,"PUERTO, RICO",REGION
9/26/2023 6:31,40.81,14.1,5,2.4,SOUTHERN,ITALY
9/26/2023 6:30,38.686,36.155,5,2,CENTRAL,TURKEY
9/26/2023 6:26,-1.31,101.27,168,2.9,"SOUTHERN, SUMATRA,",INDONESIA
9/26/2023 6:24,-33.97,-72.11,37,3,"OFFSHORE, O'HIGGINS,",CHILE
9/26/2023 6:21,15.12,-104.435,10,5.4,"OFF, COAST, OF, MICHOACAN,",MEXICO
9/26/2023 6:14,41.175,20.322,8,2.2,ALBANIA,ALBANIA
9/26/2023 6:09,8.399,-82.982,15,3.1,"PANAMA-COSTA, RICA, BORDER",REGION
9/26/2023 6:04,38.022,38.432,19,2,EASTERN,TURKEY
9/26/2023 5:41,40.241,-121.145,6,2.1,NORTHERN,CALIFORNIA
9/26/2023 5:35,45.866,6.993,7,1,FRANCE,FRANCE
9/26/2023 5:32,38.207,38.631,5,3.6,EASTERN,TURKEY
9/26/2023 5:26,57.828,-137.691,10,2.6,"OFF, COAST, OF, SOUTHEASTERN",ALASKA
9/26/2023 5:24,47.454,7.84,18,0.6,SWITZERLAND,SWITZERLAND
9/26/2023 5:20,-33.97,-72.12,16,3.2,"OFFSHORE, O'HIGGINS,",CHILE
9/26/2023 5:15,19.171,-68.512,12,3.1,"DOMINICAN, REPUBLIC",REGION
9/26/2023 5:12,17.951,-66.288,12,2.6,PUERTO,RICO
9/26/2023 5:12,38.347,27.182,7,2.6,WESTERN,TURKEY
9/26/2023 5:09,26.91,-108.37,10,4,"SINALOA,",MEXICO
9/26/2023 5:07,45.866,6.993,8,0.8,FRANCE,FRANCE
9/26/2023 5:03,-24.376,-179.826,490,4.3,"SOUTH, OF, FIJI",ISLANDS
9/26/2023 4:48,36.998,-13.553,31,2.7,"AZORES-CAPE, ST., VINCENT",RIDGE
9/26/2023 4:30,37.633,-122.216,8,2.1,"SAN, FRANCISCO, BAY,",CALIFORNIA
9/26/2023 3:58,36.731,36.369,10,2.7,"TURKEY-SYRIA, BORDER",REGION
9/26/2023 3:50,36.017,29.759,12,2,WESTERN,TURKEY
9/26/2023 3:50,17.926,-66.27,8,3.6,"PUERTO, RICO",REGION
9/26/2023 3:49,40.81,27.51,8,2,WESTERN,TURKEY
9/26/2023 3:24,36.59,28.565,24,2.3,"DODECANESE, IS.-TURKEY, BORDER",REG
9/26/2023 3:19,50.119,7.951,10,0.5,GERMANY,GERMANY
9/26/2023 3:10,-35.294,-71.031,102,4.3,"MAULE,",CHILE
9/26/2023 3:09,50.125,7.95,9,0.7,GERMANY,GERMANY
9/26/2023 3:06,40.827,14.138,2,2.1,SOUTHERN,ITALY
9/26/2023 3:01,-8.75,112.09,17,3.2,"JAVA,",INDONESIA
9/26/2023 2:59,39.822,16.09,9,2.4,SOUTHERN,ITALY
9/26/2023 2:58,36.92,27.575,2,2.1,"DODECANESE, IS.-TURKEY, BORDER",REG
9/26/2023 2:56,78.494,7.351,10,2.5,SVALBARD,REGION
9/26/2023 2:44,8.338,-82.894,17,2.7,"PANAMA-COSTA, RICA, BORDER",REGION
9/26/2023 2:41,40.581,36.75,1,2,CENTRAL,TURKEY
9/26/2023 2:30,44.722,-111.79,10,2.6,WESTERN,MONTANA
9/26/2023 2:26,71.941,19.118,15,2,NORWEGIAN,SEA
9/26/2023 2:20,36.37,-98.162,8,2.3,OKLAHOMA,OKLAHOMA
9/26/2023 2:20,-9.92,118.78,32,3.3,"SUMBAWA, REGION,",INDONESIA
9/26/2023 2:12,4.56,127.49,109,3.8,"KEPULAUAN, TALAUD,",INDONESIA
9/26/2023 2:03,-8.32,118.57,23,2.7,"SUMBAWA, REGION,",INDONESIA
9/26/2023 2:00,-8.23,123.89,119,3.1,"FLORES, REGION,",INDONESIA
9/26/2023 1:50,38.103,38.523,10,2.2,EASTERN,TURKEY
9/26/2023 1:49,-3.1,128.72,64,3.8,"SERAM,",INDONESIA
9/26/2023 1:48,40.587,36.734,3,2.1,CENTRAL,TURKEY
9/26/2023 1:43,37.17,23.9,10,2.5,SOUTHERN,GREECE
9/26/2023 1:39,4.718,127.524,108,5.9,"KEPULAUAN, TALAUD,",INDONESIA
9/26/2023 1:38,78.661,8.893,10,3.3,SVALBARD,REGION
9/26/2023 1:37,36.133,70.448,139,4.2,"HINDU, KUSH, REGION,",AFGHANISTAN
9/26/2023 1:30,-15.2,-75.08,39,4,"NEAR, COAST, OF, CENTRAL",PERU
9/26/2023 1:22,40.589,36.74,7,2.1,CENTRAL,TURKEY
9/26/2023 1:21,71.981,19.139,28,2,NORWEGIAN,SEA
9/26/2023 1:18,40.623,36.725,5,3.7,CENTRAL,TURKEY
9/26/2023 1:15,50.122,7.946,10,0.8,GERMANY,GERMANY
9/26/2023 1:12,47.154,-0.682,5,2.3,FRANCE,FRANCE
9/26/2023 0:46,19.76,-64.296,22,4,"NORTH, OF, THE, VIRGIN",ISLANDS
9/26/2023 0:37,38.126,38.395,4,2.5,EASTERN,TURKEY
9/26/2023 0:29,-21.8,-68.48,138,3.1,"ANTOFAGASTA,",CHILE
9/26/2023 0:29,36.687,21.336,10,2.3,SOUTHERN,GREECE
9/26/2023 0:26,39.729,-120.564,6,2.7,NORTHERN,CALIFORNIA
9/26/2023 0:08,44.455,-115.204,8,2,SOUTHERN,IDAHO
9/26/2023 0:05,38.143,38.439,5,2.8,EASTERN,TURKEY
9/26/2023 0:05,59.345,-151.651,55,2.9,"KENAI, PENINSULA,",ALASKA
9/26/2023 0:02,38.46,21.04,52,2.4,GREECE,GREECE
9/25/2023 23:58,8.368,-82.822,18,3.2,"PANAMA-COSTA, RICA, BORDER",REGION
9/25/2023 23:57,-20.77,-68.83,107,2.5,"TARAPACA,",CHILE
9/25/2023 23:48,17.919,-66.842,11,2.2,"PUERTO, RICO",REGION
9/25/2023 23:39,38.318,141.225,80,4.5,"NEAR, EAST, COAST, OF, HONSHU,",JAPAN
9/25/2023 23:32,38.14,38.431,5,3,EASTERN,TURKEY
9/25/2023 23:29,17.928,-66.287,14,2.3,"PUERTO, RICO",REGION
9/25/2023 23:25,17.899,-66.838,11,2.5,"PUERTO, RICO",REGION
9/25/2023 23:16,23.29,93.69,85,3.6,"MYANMAR-INDIA, BORDER",REGION
9/25/2023 23:04,24.5,122.755,100,4.3,TAIWAN,REGION
9/25/2023 22:58,37.19,23.87,10,2.3,SOUTHERN,GREECE
9/25/2023 22:48,42.989,18.285,10,3.3,"BOSNIA, AND",HERZEGOVINA
9/25/2023 22:47,-22.68,-68.73,129,2.9,"ANTOFAGASTA,",CHILE
9/25/2023 22:45,37.192,23.906,10,3.3,SOUTHERN,GREECE
9/25/2023 22:43,-1.21,133.62,19,3.3,"PAPUA,",INDONESIA
9/25/2023 22:43,-60.248,-27.865,10,4.6,"SOUTH, SANDWICH, ISLANDS",REGION
9/25/2023 22:41,37.17,23.85,10,2.6,SOUTHERN,GREECE
9/25/2023 22:41,14.8,-92.44,142,3.6,"CHIAPAS,",MEXICO
9/25/2023 22:41,17.911,-66.842,11,2.5,"PUERTO, RICO",REGION
9/25/2023 22:40,17.939,-66.84,11,2.4,"PUERTO, RICO",REGION
9/25/2023 22:30,36.33,24.35,56,2.3,SOUTHERN,GREECE
9/25/2023 21:55,38.099,37.669,5,2.1,CENTRAL,TURKEY
9/25/2023 21:53,42.79,12.51,11,2.9,CENTRAL,ITALY
9/25/2023 21:50,37.19,23.85,10,2.2,SOUTHERN,GREECE
9/25/2023 21:49,13.81,-93.34,11,4,"OFF, COAST, OF, CHIAPAS,",MEXICO
9/25/2023 21:48,44.457,-115.2,6,2.6,SOUTHERN,IDAHO
9/25/2023 21:46,39.44,24.37,10,2,AEGEAN,SEA
9/25/2023 21:42,-33.95,-72.13,31,3.3,"OFFSHORE, O'HIGGINS,",CHILE
9/25/2023 21:29,3.82,97.15,69,2.7,"NORTHERN, SUMATRA,",INDONESIA
9/25/2023 21:23,16.24,-98.15,10,3,"OAXACA,",MEXICO
9/25/2023 21:22,19.43,-103.91,35,3.4,"COLIMA,",MEXICO
9/25/2023 21:18,40.879,28.267,19,2.2,WESTERN,TURKEY
9/25/2023 21:16,38.082,37.665,2,3,CENTRAL,TURKEY
9/25/2023 21:09,16.29,-98.27,15,3,"OAXACA,",MEXICO
9/25/2023 21:06,26.02,-99.84,12,3.3,"NUEVO, LEON,",MEXICO
9/25/2023 21:01,-7.21,129.56,183,4.3,"KEPULAUAN, BABAR,",INDONESIA
9/25/2023 20:52,45.882,6.98,3,0.3,FRANCE,FRANCE
9/25/2023 20:47,16.34,-98.24,10,3.5,"OAXACA,",MEXICO
9/25/2023 20:39,-4.44,101.9,43,3.1,"SOUTHERN, SUMATRA,",INDONESIA
9/25/2023 20:38,31.253,-8.215,10,3,MOROCCO,MOROCCO
9/25/2023 20:31,38.556,43.081,5,2.1,EASTERN,TURKEY
9/25/2023 20:27,38.22,22.742,5,3.8,GREECE,GREECE
9/25/2023 20:22,-30.75,121.44,5,2.9,WESTERN,AUSTRALIA
9/25/2023 20:05,-19.127,-67.322,216,3.1,"ORURO,",BOLIVIA
9/25/2023 20:04,45.865,6.995,8,0.9,FRANCE,FRANCE
9/25/2023 19:58,-2.54,128.83,10,3.4,"CERAM, SEA,",INDONESIA
9/25/2023 19:58,38.026,36.47,10,2.1,CENTRAL,TURKEY
9/25/2023 19:56,45.866,6.995,8,0.8,FRANCE,FRANCE
9/25/2023 19:54,45.865,6.992,8,0.6,FRANCE,FRANCE
9/25/2023 19:48,0.71,98.73,30,2.7,"NIAS, REGION,",INDONESIA
9/25/2023 19:45,19.5,-103.93,30,3.4,"JALISCO,",MEXICO
9/25/2023 19:41,-16.32,-74.53,32,4.2,"NEAR, COAST, OF, SOUTHERN",PERU
9/25/2023 19:36,-39.344,174.483,139,3.1,"NORTH, ISLAND, OF, NEW",ZEALAND
9/25/2023 19:35,19.206,-155.512,34,2.2,"ISLAND, OF, HAWAII,",HAWAII
9/25/2023 19:28,15.71,-94.51,27,3.7,"OFFSHORE, OAXACA,",MEXICO
9/25/2023 19:27,47.499,8.908,11,0.8,SWITZERLAND,SWITZERLAND
9/25/2023 19:15,19.809,-155.873,-1,2.8,"ISLAND, OF, HAWAII,",HAWAII
9/25/2023 19:12,1.84,121.15,42,3,"MINAHASA,, SULAWESI,",INDONESIA
9/25/2023 19:02,18.78,-103.32,55,3.2,"MICHOACAN,",MEXICO
9/25/2023 19:01,29.34,-97.371,3,2.1,SOUTHERN,TEXAS
9/25/2023 18:49,16.6,-96.04,40,3.6,"OAXACA,",MEXICO
9/25/2023 18:36,11.747,145.059,10,4.4,"SOUTH, OF, MARIANA",ISLANDS
9/25/2023 18:32,45.739,11.068,14,1.5,NORTHERN,ITALY
9/25/2023 18:29,2.41,126.96,12,3,MOLUCCA,SEA
9/25/2023 18:28,9.254,-84.835,3,3.1,COSTA,RICA
9/25/2023 18:24,38.487,-7.684,17,2.1,PORTUGAL,PORTUGAL
9/25/2023 18:16,24.03,94.28,57,3.6,"MYANMAR-INDIA, BORDER",REGION
9/25/2023 18:16,17.16,-94.6,138,3.8,"OAXACA,",MEXICO
9/25/2023 18:10,34.074,-97.421,5,2.8,OKLAHOMA,OKLAHOMA
9/25/2023 18:02,30.85,-114.98,7,3.2,"BAJA, CALIFORNIA,",MEXICO
9/25/2023 18:02,-1.61,135.58,10,3.1,"BIAK, REGION,",INDONESIA
9/25/2023 17:59,38.716,20.616,14,2.8,GREECE,GREECE
9/25/2023 17:54,17.946,-66.847,11,2.3,"PUERTO, RICO",REGION
9/25/2023 17:43,38.009,38.02,5,2,EASTERN,TURKEY
9/25/2023 17:43,54.76,-163.948,-3,2.1,"UNIMAK, ISLAND, REGION,",ALASKA
9/25/2023 17:32,16.81,-99.42,13,3.2,"GUERRERO,",MEXICO
9/25/2023 17:18,38.734,-27.33,0,2.5,"AZORES, ISLANDS,",PORTUGAL
9/25/2023 17:17,28.796,-98.457,4,2.5,SOUTHERN,TEXAS
9/25/2023 17:16,16.24,-95.29,7,3.8,"OAXACA,",MEXICO
9/25/2023 17:04,-25.61,129.89,10,3.4,"NORTHERN, TERRITORY,",AUSTRALIA
9/25/2023 17:04,-23.23,-68.48,127,3.4,"ANTOFAGASTA,",CHILE
9/25/2023 17:03,17.988,-66.854,12,2.5,PUERTO,RICO
9/25/2023 17:02,57.649,-156.168,4,2,ALASKA,PENINSULA
9/25/2023 16:57,53.112,-166.963,45,2.9,"FOX, ISLANDS,, ALEUTIAN",ISLANDS
9/25/2023 16:49,31.678,-104.535,8,2.2,WESTERN,TEXAS
9/25/2023 16:47,38.747,-27.346,0,4.1,"AZORES, ISLANDS,",PORTUGAL
9/25/2023 16:44,38.721,-27.343,0,4.4,"AZORES, ISLANDS,",PORTUGAL
9/25/2023 16:42,17.955,-66.844,12,2.5,PUERTO,RICO
9/25/2023 16:36,-60.166,-27.472,82,4.6,"SOUTH, SANDWICH, ISLANDS",REGION
9/25/2023 16:27,17.981,-66.85,12,2.3,PUERTO,RICO
9/25/2023 16:27,38.21,22.72,5,2.2,GREECE,GREECE
9/25/2023 16:23,-8.64,112.56,121,3.6,"JAVA,",INDONESIA
9/25/2023 16:21,51.623,16.05,1,2.8,POLAND,POLAND
9/25/2023 16:21,52.365,-174.412,203,3.3,"ANDREANOF, ISLANDS,, ALEUTIAN",IS.
9/25/2023 16:10,37.916,29.218,16,2,WESTERN,TURKEY
9/25/2023 16:03,54.901,-160.374,36,2.2,ALASKA,PENINSULA
9/25/2023 16:02,-3,127.96,10,2.8,"SERAM,",INDONESIA
9/25/2023 16:01,-50.304,112.993,10,4.4,"SOUTHEAST, INDIAN",RIDGE
9/25/2023 16:00,17.975,-66.855,11,2.2,PUERTO,RICO
9/25/2023 16:00,19.327,-155.145,5,3,"ISLAND, OF, HAWAII,",HAWAII
9/25/2023 15:50,47.577,6.632,5,2.1,FRANCE,FRANCE
9/25/2023 15:48,-6.93,130.026,120,4.7,BANDA,SEA
9/25/2023 15:36,-36.436,177.415,174,3.2,"OFF, E., COAST, OF, N., ISLAND,",N.Z.
9/25/2023 15:35,8.332,-82.767,10,3.5,"PANAMA-COSTA, RICA, BORDER",REGION
9/25/2023 15:33,38.678,43.127,22,2.2,EASTERN,TURKEY
9/25/2023 15:21,18.003,-66.858,9,2.5,PUERTO,RICO
9/25/2023 15:00,-3.7,101.91,29,3,"SOUTHERN, SUMATRA,",INDONESIA
9/25/2023 14:52,33.7,135.3,50,3.6,"NEAR, S., COAST, OF, WESTERN",HONSHU
9/25/2023 14:49,-2.56,127.16,10,3.1,"CERAM, SEA,",INDONESIA
9/25/2023 14:41,19.171,-155.489,34,2,"ISLAND, OF, HAWAII,",HAWAII
9/25/2023 14:36,-5.214,68.628,10,4.4,"CHAGOS, ARCHIPELAGO",REGION
9/25/2023 14:34,-2.57,127.24,10,2.9,"CERAM, SEA,",INDONESIA
9/25/2023 14:27,38.008,36.455,2,3.2,CENTRAL,TURKEY
9/25/2023 14:02,17.948,-66.84,12,2.3,"PUERTO, RICO",REGION
9/25/2023 14:00,38.2,22.69,5,2.3,GREECE,GREECE
9/25/2023 13:51,-34.96,-73.08,35,2.8,"OFFSHORE, MAULE,",CHILE
9/25/2023 13:42,46.625,13.664,4,1.1,AUSTRIA,AUSTRIA
9/25/2023 13:31,47.734,-128.513,10,4.1,"OFF, COAST, OF",WASHINGTON
9/25/2023 13:26,37.729,38.77,7,2,EASTERN,TURKEY
9/25/2023 13:25,34.077,-97.425,1,2.3,OKLAHOMA,OKLAHOMA
9/25/2023 13:22,17.971,-66.84,18,2.2,PUERTO,RICO
9/25/2023 13:19,17.901,-66.842,12,2.3,"PUERTO, RICO",REGION
9/25/2023 13:17,38.19,22.71,5,2.1,GREECE,GREECE
9/25/2023 13:05,-23.19,-66.78,230,3,"JUJUY,",ARGENTINA
9/25/2023 13:05,38.136,38.56,5,3.7,EASTERN,TURKEY
9/25/2023 13:01,30.925,141.988,10,4.4,"IZU, ISLANDS,, JAPAN",REGION
9/25/2023 12:58,38.21,22.71,5,2.1,GREECE,GREECE
9/25/2023 12:45,36.62,25.71,13,2.5,"DODECANESE, ISLANDS,",GREECE
9/25/2023 12:42,36.61,25.65,12,2.1,"DODECANESE, ISLANDS,",GREECE
9/25/2023 12:31,34.069,-97.428,6,2,OKLAHOMA,OKLAHOMA
9/25/2023 12:26,45.867,6.996,8,1.1,FRANCE,FRANCE
9/25/2023 12:23,38.031,16.221,9,2.3,SOUTHERN,ITALY
9/25/2023 12:15,17.702,95.525,10,3.8,MYANMAR,MYANMAR
9/25/2023 12:13,45.917,7.042,8,0.9,NORTHERN,ITALY
9/25/2023 12:11,-6.708,129.691,146,4.5,BANDA,SEA
9/25/2023 12:09,-27.68,-70.55,56,3.2,"ATACAMA,",CHILE
9/25/2023 12:06,45.87,6.995,7,0.8,FRANCE,FRANCE
9/25/2023 11:51,38.154,36.595,7,2.9,CENTRAL,TURKEY
9/25/2023 11:45,-2.67,129.75,10,3.2,"SERAM,",INDONESIA
9/25/2023 11:45,-31.97,-70.18,78,3,"SAN, JUAN,",ARGENTINA
9/25/2023 11:36,35.285,25.441,8,2.8,"CRETE,",GREECE
9/25/2023 11:12,48.185,-0.256,5,2.2,FRANCE,FRANCE
9/25/2023 11:02,17.879,-66.972,9,2.5,"PUERTO, RICO",REGION
9/25/2023 11:00,41.657,-8.227,30,1.7,PORTUGAL,PORTUGAL
9/25/2023 10:59,16.67,-99.29,5,3.5,"GUERRERO,",MEXICO
9/25/2023 10:58,-23.949,-67.189,172,3.1,"SALTA,",ARGENTINA
9/25/2023 10:55,16.02,-95.81,51,3.8,"OAXACA,",MEXICO
9/25/2023 10:38,19.546,-70.689,24,3,DOMINICAN,REPUBLIC
9/25/2023 10:35,19.74,-105.43,19,3.1,"OFFSHORE, JALISCO,",MEXICO
9/25/2023 10:34,11.36,-83.82,1,2.5,NICARAGUA,NICARAGUA
9/25/2023 10:32,-6.36,102.44,10,4,"SOUTHWEST, OF, SUMATRA,",INDONESIA
9/25/2023 10:31,-30.96,117.28,2,2.4,WESTERN,AUSTRALIA
9/25/2023 10:30,35.072,25.278,17,2.6,"CRETE,",GREECE
9/25/2023 10:26,37.968,36.343,5,2.2,CENTRAL,TURKEY
9/25/2023 10:18,16.81,-100.08,7,3.7,"OFFSHORE, GUERRERO,",MEXICO
9/25/2023 10:18,36.54,25.58,17,2.3,"DODECANESE, ISLANDS,",GREECE
9/25/2023 10:11,38.376,37.463,5,2.7,CENTRAL,TURKEY
9/25/2023 10:03,44.67,4.65,5,2.3,FRANCE,FRANCE
9/25/2023 9:56,37.983,36.378,3,2.5,CENTRAL,TURKEY
9/25/2023 9:54,-32.391,-65.19,28,3.1,"SAN, LUIS,",ARGENTINA
9/25/2023 9:49,40.408,28.82,3,2,WESTERN,TURKEY
9/25/2023 9:47,16.29,-95.33,3,3.6,"OAXACA,",MEXICO
9/25/2023 9:46,17.43,-94.78,133,3.4,"VERACRUZ,",MEXICO
9/25/2023 9:35,38.22,22.68,10,2,GREECE,GREECE
9/25/2023 9:31,38.038,38.192,2,2.4,EASTERN,TURKEY
9/25/2023 9:23,14.25,-92.21,131,3.9,OFFSHORE,GUATEMALA
9/25/2023 9:20,16.59,-99.31,4,3.6,"OFFSHORE, GUERRERO,",MEXICO
9/25/2023 9:19,-9.584,148.756,36,4.2,"EASTERN, NEW, GUINEA, REG.,",P.N.G.
9/25/2023 9:18,38.21,22.68,5,2.1,GREECE,GREECE
9/25/2023 9:16,-8.92,111.15,10,3.5,"JAVA,",INDONESIA
9/25/2023 9:14,15.3,-98.16,16,3.6,"OFFSHORE, OAXACA,",MEXICO
9/25/2023 9:10,36.713,-121.331,6,2.5,CENTRAL,CALIFORNIA
9/25/2023 9:03,50.854,-130.365,10,3.5,"VANCOUVER, ISLAND,, CANADA",REGION
9/25/2023 9:02,28.915,-97.963,4,3.2,SOUTHERN,TEXAS
9/25/2023 8:55,-24.98,-69.59,85,3.1,"ANTOFAGASTA,",CHILE
9/25/2023 8:53,17.05,-94.72,116,3.4,"OAXACA,",MEXICO
9/25/2023 8:52,34.243,26.038,8,3.4,"CRETE,",GREECE
9/25/2023 8:46,38.305,37.697,1,3,CENTRAL,TURKEY
9/25/2023 8:40,41.22,77.88,32,3.3,KYRGYZSTAN,KYRGYZSTAN
9/25/2023 8:39,-21.86,-68.76,141,2.7,"ANTOFAGASTA,",CHILE
9/25/2023 8:38,8.322,-82.773,10,3.8,"PANAMA-COSTA, RICA, BORDER",REGION
9/25/2023 8:20,30.28,-115.78,10,3.7,"BAJA, CALIFORNIA,",MEXICO
9/25/2023 8:01,16.92,-99.06,22,3.4,"GUERRERO,",MEXICO
9/25/2023 8:00,14.84,-93.21,28,3.9,"OFFSHORE, CHIAPAS,",MEXICO
9/25/2023 7:55,38.566,40.425,8,2.3,EASTERN,TURKEY
9/25/2023 7:50,38.19,22.67,9,3,GREECE,GREECE
9/25/2023 7:46,0.27,122.13,174,2.8,"MINAHASA,, SULAWESI,",INDONESIA
9/25/2023 7:45,38.18,22.68,10,2.1,GREECE,GREECE
9/25/2023 7:39,49.499,-127.672,10,2.9,"VANCOUVER, ISLAND,, CANADA",REGION
9/25/2023 7:39,17.937,-66.848,11,2.5,"PUERTO, RICO",REGION
9/25/2023 7:31,18.099,-66.928,17,2.5,PUERTO,RICO
9/25/2023 7:29,16.81,-99.14,28,3.6,"GUERRERO,",MEXICO
9/25/2023 7:20,31.687,-104.412,6,2.1,WESTERN,TEXAS
9/25/2023 7:12,18.48,-73.48,7,3.5,HAITI,REGION
9/25/2023 7:09,38.199,22.754,5,3.5,GREECE,GREECE
9/25/2023 7:06,48.164,-4.424,0,2.3,FRANCE,FRANCE
9/25/2023 6:57,13.854,-91.996,25,4.7,OFFSHORE,GUATEMALA
9/25/2023 6:49,-20.02,-70.87,39,3.5,"OFFSHORE, TARAPACA,",CHILE
9/25/2023 6:42,35.046,-119.63,18,2.9,CENTRAL,CALIFORNIA
9/25/2023 6:22,43.311,6.455,5,2.1,"NEAR, SOUTH, COAST, OF",FRANCE
9/25/2023 6:22,8.484,-82.657,13,2.8,"PANAMA-COSTA, RICA, BORDER",REGION
9/25/2023 6:12,40.338,37.341,5,3.2,CENTRAL,TURKEY
9/25/2023 5:56,41.972,81.545,11,4.5,"SOUTHERN, XINJIANG,",CHINA
9/25/2023 5:55,38.18,22.67,11,2.2,GREECE,GREECE
9/25/2023 5:45,12.17,125.06,72,3.3,"SAMAR,",PHILIPPINES
9/25/2023 5:42,32.694,-100.683,7,2,WESTERN,TEXAS
9/25/2023 5:41,-30.34,-71.35,45,2.7,"COQUIMBO,",CHILE
9/25/2023 5:34,12.5,-88.06,26,2.7,"NEAR, COAST, OF",NICARAGUA
